Code	Price	Name	Description	Category	ThumbnailURL	ProductPageURL	UPSWeight	TaxField	FullDescription	ProductPictureURL	Attribute	Size	AttributeGroupID	Ordinal
3W8	24	Crystal Crimps	5 holds per set	Woodscrew	http://www.e-grips.com/woodscrew/crystal-crimps.html	http://www.e-grips.com/woodscrew/crystal-crimps.html	1.5		Crystal Crimps are positive crimps with granite texture and features for a thumb-catch.	crimp/edge				
3W8-h	26	Crystal Crimps w/ Hardware	5 holds per set/ hardware	Woodscrew	http://www.e-grips.com/woodscrew/crystal-crimps.html	http://www.e-grips.com/woodscrew/crystal-crimps.html	1.5		Crystal Crimps are positive crimps with granite texture and features for a thumb-catch.	crimp/edge				
4A0	34	Hueco Patina Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/hueco-patina-jugs.html	http://www.e-grips.com/artistic/hueco-patina-jugs.html	3		A unique line of medium technical jugs not for the faint of heart. Hit'em just right and you're crushing. Combine with chips and flakes for the complete wind-blown desert rock experience.	Incut				
4A0-h	36	Hueco Patina Jugs w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/hueco-patina-jugs.html	http://www.e-grips.com/artistic/hueco-patina-jugs.html	3		A unique line of medium technical jugs not for the faint of heart. Hit'em just right and you're crushing. Combine with chips and flakes for the complete wind-blown desert rock experience.	Incut				
4A1	48	Side Dishes	5 holds per set	Artistic	http://www.e-grips.com/artistic/side-dishes.html	http://www.e-grips.com/artistic/side-dishes.html	5.25		Enjoy the escargot of climbing holds -simple but superb side-pull pinches. Get the full meal with the sister sets  the Soup and Salad Dishes.	Incut				
4A10	34	Soup Dishes	2 holds per set	Artistic	http://www.e-grips.com/artistic/soup-dishes.html	http://www.e-grips.com/artistic/soup-dishes.html	4		One monster two-handed grab and one gigantor pinch jug -two of our most positive holds with the friendly eG texture and design -a great appetizer set to get warmed up on. Complement with our Side Dishes.	Incut				
4A10-h	36	Soup Dishes w/ Hardware	2 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/soup-dishes.html	http://www.e-grips.com/artistic/soup-dishes.html	4		One monster two-handed grab and one gigantor pinch jug -two of our most positive holds with the friendly eG texture and design -a great appetizer set to get warmed up on. Complement with our Side Dishes.	Incut				
4A1-h	41	Side Dishes w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/side-dishes.html	http://www.e-grips.com/artistic/side-dishes.html	5.25		Enjoy the escargot of climbing holds -simple but superb side-pull pinches. Get the full meal with the sister sets  the Soup and Salad Dishes.	Incut				
4A4	44	Sea Food	3 holds per set	Artistic	http://www.e-grips.com/artistic/sea-food.html	http://www.e-grips.com/artistic/sea-food.html	4		The Jellyfish  Seahorse  and Starfish -the kiddies love these monsters  and they're fun to climb on too!	Flat				
4A4-h	46	Sea Food w/ Hardware	3 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/sea-food.html	http://www.e-grips.com/artistic/sea-food.html	4		The Jellyfish  Seahorse  and Starfish -the kiddies love these monsters  and they're fun to climb on too!	Flat				
4A5	34	Mr. Smiles	2 holds per set	Artistic	http://www.e-grips.com/artistic/mr-smiles.html	http://www.e-grips.com/artistic/mr-smiles.html	3.25		You'll be smiling too when you're climbing on these guys. The big guy's melon is a smooth dish-shaped jug  but his smaller companion is little more serious. -try and crimp his smirk into a smile.	Incut				
4A5-h	36	Mr. Smiles w/ Hardware	2 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/mr-smiles.html	http://www.e-grips.com/artistic/mr-smiles.html	3.25		You'll be smiling too when you're climbing on these guys. The big guy's melon is a smooth dish-shaped jug  but his smaller companion is little more serious. -try and crimp his smirk into a smile.	Incut				
4A6	34	Mr. Bugguy	2 holds per set	Artistic	http://www.e-grips.com/artistic/mr-bugguy.html	http://www.e-grips.com/artistic/mr-bugguy.html	3.25		Somebody's watching you! BUG OUT on these crazy full hand jugs with the artistic groove aesthetic.	Incut				
4A6-h	36	Mr. Bugguy w/ Hardware	2 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/mr-bugguy.html	http://www.e-grips.com/artistic/mr-bugguy.html	3.25		Somebody's watching you! BUG OUT on these crazy full hand jugs with the artistic groove aesthetic.	Incut				
4A7	44	Jungle Animals	2 holds per set	Artistic	http://www.e-grips.com/artistic/jungle-animals.html	http://www.e-grips.com/artistic/jungle-animals.html	5.25		The king of the jungle and his friend the monkey man are the most intricately designed creatures we've got -your next prodigy climber will be swinging and roaring around the gym on these guys.	Flat				
4A7-h	46	Jungle Animals w/ Hardware	2 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/jungle-animals.html	http://www.e-grips.com/artistic/jungle-animals.html	5.25		The king of the jungle and his friend the monkey man are the most intricately designed creatures we've got -your next prodigy climber will be swinging and roaring around the gym on these guys.	Flat				
4A8	44	Water Predators	2 holds per set	Artistic	http://www.e-grips.com/artistic/water-predators.html	http://www.e-grips.com/artistic/water-predators.html	3.5		Normally  you might think to paddle like mad for safety from Jaws or the Gator  but these two are your buddies. Friendly full handed jugs -pull right down on the chompers.	Incut				
4A8-h	46	Water Predators w/ Hardware	2 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/water-predators.html	http://www.e-grips.com/artistic/water-predators.html	3.5		Normally  you might think to paddle like mad for safety from Jaws or the Gator  but these two are your buddies. Friendly full handed jugs -pull right down on the chompers.	Incut				
4A9	29	Salad Dishes	2 holds per set	Artistic	http://www.e-grips.com/artistic/salad-dishes.html	http://www.e-grips.com/artistic/salad-dishes.html	2.25		"Flat and slightly incut  these are super jugs on a vertical wall  but demand core tension and squeeze power as side pulls in a roof. Complement this set with our ""Soup"" and ""Side Dishes""."	Incut				
4A9-h	31	Salad Dishes w/ Hardware	2 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/salad-dishes.html	http://www.e-grips.com/artistic/salad-dishes.html	2.25		"Flat and slightly incut  these are super jugs on a vertical wall  but demand core tension and squeeze power as side pulls in a roof. Complement this set with our ""Soup"" and ""Side Dishes""."	Incut				
4G1	29	Ruffle Slopers	2 holds per set	Granite	http://www.e-grips.com/granite/ruffle-slopers.html	http://www.e-grips.com/granite/ruffle-slopers.html	2.75		RRRRRuffles have ridges! Chalk up well for these rounded monsters. Great for small screw-on additions.	Slopey-Flat				
4G1-h	31	Ruffle Slopers w/ Hardware	2 holds per set/ hardware	Granite	http://www.e-grips.com/granite/ruffle-slopers.html	http://www.e-grips.com/granite/ruffle-slopers.html	2.75		RRRRRuffles have ridges! Chalk up well for these rounded monsters. Great for small screw-on additions.	Slopey-Flat				
4U10	34	Viral Outbreak 	1 hold per set	Unique Features	http://www.e-grips.com/features/viral-outbreak.html	http://www.e-grips.com/features/viral-outbreak.html	3.25		An offshoot of the Virus Jugs. Youll never be so happy to get the sickness with this epidemic monstrosity.	Pinch				
4U10-h	36	Viral Outbreak  w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/viral-outbreak.html	http://www.e-grips.com/features/viral-outbreak.html	3.25		An offshoot of the Virus Jugs. Youll never be so happy to get the sickness with this epidemic monstrosity.	Pinch				
4U2	39	Butter Dish	1 hold per set	Unique Features	http://www.e-grips.com/features/butter-dish.html	http://www.e-grips.com/features/butter-dish.html	4		This double-handed jug is one of the coolest match-able roof jugs on the market.  With smooth  artistic lines and sloping round radius grabs on the jug  this low profile feature is perfect for dynamic roof climbing and bicycle footwork alike.	Jug				
4U2-h	41	Butter Dish w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/butter-dish.html	http://www.e-grips.com/features/butter-dish.html	4		This double-handed jug is one of the coolest match-able roof jugs on the market.  With smooth  artistic lines and sloping round radius grabs on the jug  this low profile feature is perfect for dynamic roof climbing and bicycle footwork alike.	Jug				
4U3	39	Papa Elephant 	1 hold per set	Unique Features	http://www.e-grips.com/features/papa-elephant.html	http://www.e-grips.com/features/papa-elephant.html	4.5		Like the big-eared monster mammal chilling out in the desert on a hot day  youll be resting casually on this mammoth jug  all day long. 	Jug				
4U3-h	41	Papa Elephant  w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/papa-elephant.html	http://www.e-grips.com/features/papa-elephant.html	4.5		Like the big-eared monster mammal chilling out in the desert on a hot day  youll be resting casually on this mammoth jug  all day long. 	Jug				
4U4	34	Hueco Wonder Hole	1 hold per set	Unique Features	http://www.e-grips.com/features/hueco-wonder-hole.html	http://www.e-grips.com/features/hueco-wonder-hole.html	2.75		Dive into the depths of this super positive crater. Unlike anything youve ever climbed on indoors  the inner grab varies from jug to sloper as you rotate in classic eG style. DYNO!	Jug				
4U4-h	36	Hueco Wonder Hole w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/hueco-wonder-hole.html	http://www.e-grips.com/features/hueco-wonder-hole.html	2.75		Dive into the depths of this super positive crater. Unlike anything youve ever climbed on indoors  the inner grab varies from jug to sloper as you rotate in classic eG style. DYNO!	Jug				
4U6	36	Papa Turtle Shell	1 hold per set	Unique Features	http://www.e-grips.com/features/papa-turtle-shell.html	http://www.e-grips.com/features/papa-turtle-shell.html	3.75		Turtles live for a really  really long time  and you will too if you climb enough on this guy.  Chalk up good and take the slow ride -put a few feet on the wall and train by just crimping and sloping your way around the Papa shell  or pair with Ryans Turtle Shells for a theme route.  	Slope				
4U6-h	38	Papa Turtle Shell w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/papa-turtle-shell.html	http://www.e-grips.com/features/papa-turtle-shell.html	3.75		Turtles live for a really  really long time  and you will too if you climb enough on this guy.  Chalk up good and take the slow ride -put a few feet on the wall and train by just crimping and sloping your way around the Papa shell  or pair with Ryans Turtle Shells for a theme route.  	sloper				
5A1	48	2Tex Pockets	5 holds per set	Artistic	http://www.e-grips.com/artistic/2tex-pockets.html	http://www.e-grips.com/artistic/2tex-pockets.html	4		Ty Foose was among the first to make grip differential holds  and these are among the best. Full pad slots to sinker pockets with the slickness surrounding. Amazing competition shapes.	Flat-Incut				
5A1-h	50	2Tex Pockets w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/2tex-pockets.html	http://www.e-grips.com/artistic/2tex-pockets.html	4		Ty Foose was among the first to make grip differential holds  and these are among the best. Full pad slots to sinker pockets with the slickness surrounding. Amazing competition shapes.	Flat-Incut				
5A2	44	2Tex Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/2tex-jugs.html	http://www.e-grips.com/artistic/2tex-jugs.html	4.25		A ridiculously deep pocket and four bomber jugs  with grit texture ridges around the surface of the grab  and the rest covered in smooth mammoth rub  just like in the Hueco Tanks fable.	Incut				
5A2-h	46	2Tex Jugs w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/2tex-jugs.html	http://www.e-grips.com/artistic/2tex-jugs.html	4.25		A ridiculously deep pocket and four bomber jugs  with grit texture ridges around the surface of the grab  and the rest covered in smooth mammoth rub  just like in the Hueco Tanks fable.	Incut				
5A3	39	Mixed 2Tex	5 holds per set	Artistic	http://www.e-grips.com/artistic/mixed-2tex.html	http://www.e-grips.com/artistic/mixed-2tex.html	3		A diverse mix: A mini-jug with a nickel-sized thumb grab  a beautifully simple pinch  a small ledge  a sloping dish  and your nemesis -the all-texture all-the-time hold.	Slopey-Flat				
5A3-h	41	Mixed 2Tex w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/mixed-2tex.html	http://www.e-grips.com/artistic/mixed-2tex.html	3		A diverse mix: A mini-jug with a nickel-sized thumb grab  a beautifully simple pinch  a small ledge  a sloping dish  and your nemesis -the all-texture all-the-time hold.	Slopey-Flat				
5A4	39	Wright Mini-Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/wright-mini-jugs.html	http://www.e-grips.com/artistic/wright-mini-jugs.html	3		Ian got architecturally inspired  and Frank would have been pleased. Build the routes of the future with this set -clean rectangualr lines designed with full handed grabs.	Incut				
5A4-h	41	Wright Mini-Jugs w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/wright-mini-jugs.html	http://www.e-grips.com/artistic/wright-mini-jugs.html	3		Ian got architecturally inspired  and Frank would have been pleased. Build the routes of the future with this set -clean rectangualr lines designed with full handed grabs.	Incut				
5A5	58	Happy Jax	4 holds per set	Artistic	http://www.e-grips.com/artistic/happy-jax.html	http://www.e-grips.com/artistic/happy-jax.html	8.5		Have you ever seen shapes this artistically advanced that are still insane fun to climb? This family of maddening happy jugs is a little lunatic  sure  but you're crazy if you do not want to pull on them.	Incut				
5A5-h	60	Happy Jax w/ Hardware	4 holds per set w/ hardware	Artistic	http://www.e-grips.com/artistic/happy-jax.html	http://www.e-grips.com/artistic/happy-jax.html	8.5		Have you ever seen shapes this artistically advanced that are still insane fun to climb? This family of maddening happy jugs is a little lunatic  sure  but you're crazy if you do not want to pull on them.	Incut				
5G1	53	Medium Granite Mini-Jugs	10 holds per set	Granite	http://www.e-grips.com/granite/med-granite-mini-jugs.html	http://www.e-grips.com/granite/med-granite-mini-jugs.html	6		One of our most popular sets of open-handed modest jug grabs. Its all about hold placement  bolt a sequence of these down-pulling on a vert wall or spread out in a roof for a greater challenge.	Incut				
5G1-h	55	Medium Granite Mini-Jugs w/Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/med-granite-mini-jugs.html	http://www.e-grips.com/granite/med-granite-mini-jugs.html	6		One of our most popular sets of open-handed modest jug grabs. Its all about hold placement  bolt a sequence of these down-pulling on a vert wall or spread out in a roof for a greater challenge.	Incut				
5G2	58	Mixed Variety Granite	10 holds per set	Granite	http://www.e-grips.com/granite/mixed-variety-granite.html	http://www.e-grips.com/granite/mixed-variety-granite.html	6.25		Ranging from super positive edges to super-hard-to-hang-on crimps  this is an assortment of granite friends. The surface design on these matches up well with the Dancing Feet.	Slopey-Flat				
5G2-h	60	Mixed Variety Granite w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/mixed-variety-granite.html	http://www.e-grips.com/granite/mixed-variety-granite.html	6.25		Ranging from super positive edges to super-hard-to-hang-on crimps  this is an assortment of granite friends. The surface design on these matches up well with the Dancing Feet.	Slopey-Flat				
5G3	39	Blocky Flakes	2 holds per set	Granite	http://www.e-grips.com/granite/blocky-flakes.html	http://www.e-grips.com/granite/blocky-flakes.html	3.5		It may be hard to tell from the picture but these are Mondo match-able jugs. A dozen of these in a flowing line on a slight overhang can make a classy moderate 5.8 or 5.9.	Incut				
5G3-h	41	Blocky Flakes w/ Hardware	2 holds per set/ hardware	Granite	http://www.e-grips.com/granite/blocky-flakes.html	http://www.e-grips.com/granite/blocky-flakes.html	3.5		It may be hard to tell from the picture but these are Mondo match-able jugs. A dozen of these in a flowing line on a slight overhang can make a classy moderate 5.8 or 5.9.	Incut				
5G4	39	Dancing Feet	10 holds per set	Granite	http://www.e-grips.com/granite/dancing-feet.html	http://www.e-grips.com/granite/dancing-feet.html	2		e-Grips never make just another ordinary set of footholds  and these are a great example of the intricate and thoughtful design that goes into our shapes. Sometimes it takes style and precision over power.	Flat-Slopey				
5G4-h	41	Dancing Feet w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/dancing-feet.html	http://www.e-grips.com/granite/dancing-feet.html	2		e-Grips never make just another ordinary set of footholds  and these are a great example of the intricate and thoughtful design that goes into our shapes. Sometimes it takes style and precision over power.	Flat-Slopey				
5P1	63	Pure Line Mini-Jugs	10 holds per set	Pure	http://www.e-grips.com/pure/pure-line-mini-jugs.html	http://www.e-grips.com/pure/pure-line-mini-jugs.html	7		You might as well mark the route with these holds with a FANTASTIC star -they are over achievers for sure. Those pure sketched lines hint the eG ethic -supra fun to climb on with some style.	Incut				
5P1-h	65	Pure Line Mini-Jugs w/ Hardware	10 holds per set/ hardware	Pure	http://www.e-grips.com/pure/pure-line-mini-jugs.html	http://www.e-grips.com/pure/pure-line-mini-jugs.html	7		You might as well mark the route with these holds with a FANTASTIC star -they are over achievers for sure. Those pure sketched lines hint the eG ethic -supra fun to climb on with some style.	Incut				
5S1	48	Jax Jugs I	5 holds per set	Sandstone	http://www.e-grips.com/sandstone/jax-jugs-1.html	http://www.e-grips.com/sandstone/jax-jugs-1.html	4.25		The second generation of an original line of Joe's Valley jugs  with a wrinkle style -Jax are Joe's more refined cousins  bomber even on the steeps.	Incut				
5S1-h	50	Jax Jugs I w/ Hardware	5 holds per set/ hardware	Sandstone	http://www.e-grips.com/sandstone/jax-jugs-1.html	http://www.e-grips.com/sandstone/jax-jugs-1.html	4.25		The second generation of an original line of Joe's Valley jugs  with a wrinkle style -Jax are Joe's more refined cousins  bomber even on the steeps.	Incut				
5S2	48	Jax Jugs II	5 holds per set	Sandstone	http://www.e-grips.com/sandstone/jax-jugs-2.html	http://www.e-grips.com/sandstone/jax-jugs-2.html	5.5		One set was so good  we had to make another. Super positive jugs -YOU WIN!	Incut				
5S2-h	50	Jax Jugs II w/ Hardware	5 holds per set/ hardware	Sandstone	http://www.e-grips.com/sandstone/jax-jugs-2.html	http://www.e-grips.com/sandstone/jax-jugs-2.html	5.5		One set was so good  we had to make another. Super positive jugs -YOU WIN!	Incut				
5T1	29	System Jug	1 hold per set	Training	http://www.e-grips.com/training/system-jug.html	http://www.e-grips.com/training/system-jug.html	3.25		"The System Jug  designed to be the ""bomber"" hold on the system wall. ""When all else fails go for the jug"". The System Jug is an extra-large hold with 1 in a set."	Incut-Flat				
5T1-h	31	System Jug w/ Hardware	1 hold per set/ hardware	Training	http://www.e-grips.com/training/system-jug.html	http://www.e-grips.com/training/system-jug.html	3.25			Incut-Flat				
5T2	29	System Sloper/Pocket 	1 hold per set	Training	http://www.e-grips.com/training/system-sloper-pocket.html	http://www.e-grips.com/training/system-sloper-pocket.html	2.75		The System Sloper/Pocket: the outside can be used to train sloper strength  the inside for pocket strength. The System Sloper/Pocket is an extra-large hold with 1 in a set.	Slopey				
5T2-h	31	System Sloper/Pocket  w/ Hardware	1 hold per set/ hardware	Training	http://www.e-grips.com/training/system-sloper-pocket.html	http://www.e-grips.com/training/system-sloper-pocket.html	2.75		The System Sloper/Pocket: the outside can be used to train sloper strength  the inside for pocket strength. The System Sloper/Pocket is an extra-large hold with 1 in a set.	Slopey				
5T3	24	System Feet	5 holds per set	Training	http://www.e-grips.com/training/system-feet.html	http://www.e-grips.com/training/system-feet.html	1		System Feet were specifically designed training. They can be oriented in any postion to provide a desired results. These small holds come with 5 in a set	Slopey-Incut-Flat				
5T3-h	26	System Feet w/ Hardware	5 holds per set/ hardware	Training	http://www.e-grips.com/training/system-feet.html	http://www.e-grips.com/training/system-feet.html	1		System Feet were specifically designed training. They can be oriented in any postion to provide a desired results. These small holds come with 5 in a set	Slopey-Incut-Flat				
5U1	72	Vertebrae	4 holds per set	Unique Features	http://www.e-grips.com/features/vertebrae.html	http://www.e-grips.com/features/vertebrae.html	11		Climb the fossil line.  This detailed line of holds is positive enough to be set as a theme climb for beginners  but each hold has intricacies that make them fun to use as pinches or edges on an overhang.  6 sets will build a complete vertebrae line in your gym that will stand out on the walls! 	Jug				
5U1-h	74	Vertebrae w/ Hardware	4 holds per set/ hardware	Unique Features	http://www.e-grips.com/features/vertebrae.html	http://www.e-grips.com/features/vertebrae.html	11		Climb the fossil line.  This detailed line of holds is positive enough to be set as a theme climb for beginners  but each hold has intricacies that make them fun to use as pinches or edges on an overhang.  6 sets will build a complete vertebrae line in your gym that will stand out on the walls! 	Jug				
5U2	53	Buddha	1 hold per set	Unique Features	vhttp://www.e-grips.com/features/buddha.html	vhttp://www.e-grips.com/features/buddha.html	4.5		Ommmmm  What more can we say?  The archetypal image of amazing e-Grips artistry is perhaps the most recognized theme hold among fine routesetters.	Mixed				
5U2-h	55	Buddha w/ Hardware	1 hold per set/ hardware	Unique Features	vhttp://www.e-grips.com/features/buddha.html	vhttp://www.e-grips.com/features/buddha.html	4.5		Ommmmm  What more can we say?  The archetypal image of amazing e-Grips artistry is perhaps the most recognized theme hold among fine routesetters.	Mixed				
6A1	34	Hueco Patina Crimps	10 holds per set	Artistic	http://www.e-grips.com/artistic/hueco-patina-crimps.html	http://www.e-grips.com/artistic/hueco-patina-crimps.html	2		Use these as super technical feet or micro crimps -great for hard face walls or slab lines -climb delicately.	Slopey				
6A1-h	36	Hueco Patina Crimps w/ Hardware	10 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/hueco-patina-crimps.html	http://www.e-grips.com/artistic/hueco-patina-crimps.html	2		Use these as super technical feet or micro crimps -great for hard face walls or slab lines -climb delicately.	Slopey				
6ABS5	53	Solar System	8 holds per set	Artistic	http://www.e-grips.com/artistic/solar-system.html	http://www.e-grips.com/artistic/solar-system.html	2.5		The first set shaped exclusively for our friends at the American Bouldering Series -and still among the most popular and versatile holds in the line. A combination of two-pad flat and slightly incut holds.	Flat-Incut				
6ABS5-h	55	Solar System w/ Hardware	8 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/solar-system.html	http://www.e-grips.com/artistic/solar-system.html	2.5		The first set shaped exclusively for our friends at the American Bouldering Series -and still among the most popular and versatile holds in the line. A combination of two-pad flat and slightly incut holds.	Flat-Incut				
6L1	48	Myorcan Feet	20 holds per set	Limestone	http://www.e-grips.com/limestone/myorcan-feet.html	http://www.e-grips.com/limestone/myorcan-feet.html	3.25		The eroded look and feel of these limestone minis is fantastic. They function great as precision footholds (or crimps)  where a slight turn by the setter might change the movement completely.	Slopey				
6L1-h	50	Myorcan Feet w/ Hardware	20 holds per set w/hardware	Limestone	http://www.e-grips.com/limestone/myorcan-feet.html	http://www.e-grips.com/limestone/myorcan-feet.html	3.25		The eroded look and feel of these limestone minis is fantastic. They function great as precision footholds (or crimps)  where a slight turn by the setter might change the movement completely.	Slopey				
6L2	53	Myorcan Tufas	5 holds per set	Limestone	http://www.e-grips.com/limestone/mini-myorcan-tufas.html	http://www.e-grips.com/limestone/mini-myorcan-tufas.html	5.75		On the overhanging cliffs of Myorca  these tufas rail up from the sea below each in this set is a large full handed pinch. Deep water soloing is the best kind of inspiration.	Incut-Flat				
6L2-h	55	Myorcan Tufas w/ Hardware	5 holds per set/ hardware	Limestone	http://www.e-grips.com/limestone/mini-myorcan-tufas.html	http://www.e-grips.com/limestone/mini-myorcan-tufas.html	5.75		On the overhanging cliffs of Myorca  these tufas rail up from the sea below each in this set is a large full handed pinch. Deep water soloing is the best kind of inspiration.	Incut-Flat				
6P1	72	Loaves	5 holds per set	Pure	http://www.e-grips.com/pure/loaves.html	http://www.e-grips.com/pure/loaves.html	12.25		Stick em on the wall and cook up some forearm heat. These monster pinches are among the most popular in the line -get your pinch on!	Slopey-Incut				
6P1-h	74	Loaves w/ Hardware	5 holds per set/ hardware	Pure	http://www.e-grips.com/pure/loaves.html	http://www.e-grips.com/pure/loaves.html	12.25		Stick em on the wall and cook up some forearm heat. These monster pinches are among the most popular in the line -get your pinch on!	Slopey-Incut				
6P2	53	Geometrics	20 holds per set	Pure	http://www.e-grips.com/pure/geometrics.html	http://www.e-grips.com/pure/geometrics.html	2.75		Well  they may not help you solve any algorithms  but they will make you stronger. Among the most technical foothold set in our overall line  and great for sharpening the tips too.	Incut				
6P2-h	55	Geometrics w/ Hardware	20 holds per set/ hardware	Pure	http://www.e-grips.com/pure/geometrics.html	http://www.e-grips.com/pure/geometrics.html	2.75		Well  they may not help you solve any algorithms  but they will make you stronger. Among the most technical foothold set in our overall line  and great for sharpening the tips too.	Incut				
6P3	48	Stepping Stones	20 holds per set	Pure	http://www.e-grips.com/pure/stepping-stones.html	http://www.e-grips.com/pure/stepping-stones.html	3.25		Hop from stone to stone across the wall on these little guys. A little Zen for your climbing pleasure.	Slopey-Flat				
6P3-h	50	Stepping Stones w/ Hardware	20 holds per set/ hardware	Pure	http://www.e-grips.com/pure/stepping-stones.html	http://www.e-grips.com/pure/stepping-stones.html	3.25		Hop from stone to stone across the wall on these little guys. A little Zen for your climbing pleasure.	Slopey-Flat				
6S1	58	Dakota Slopers	5 holds per set	Sandstone	http://www.e-grips.com/sandstone/dakota-slopers.html	http://www.e-grips.com/sandstone/dakota-slopers.html	5.75		Full hand technical slopers that demand contact strength and deadpoint precision. The ripples alone make these among the most fun to grab in the line!	Slopey				
6S1-h	60	Dakota Slopers w/ Hardware	5 holds per set/ hardware	Sandstone	http://www.e-grips.com/sandstone/dakota-slopers.html	http://www.e-grips.com/sandstone/dakota-slopers.html	5.75		Full hand technical slopers that demand contact strength and deadpoint precision. The ripples alone make these among the most fun to grab in the line!	Slopey				
6S2	58	Dakota Pinches	5 holds per set	Sandstone	http://www.e-grips.com/sandstone/dakota-pinches.html	http://www.e-grips.com/sandstone/dakota-pinches.html	6		Opposable thumbs are essential on these large smooth pinches with miniature wrinkles throughout -SQUEEZE!	Incut-Flat				
6S2-h	60	Dakota Pinches w/ Hardware	5 holds per set/ hardware	Sandstone	http://www.e-grips.com/sandstone/dakota-pinches.html	http://www.e-grips.com/sandstone/dakota-pinches.html	6		Opposable thumbs are essential on these large smooth pinches with miniature wrinkles throughout -SQUEEZE!	Incut-Flat				
6U1	63	Bubble Wrap	1 hold per set	Unique Features	http://www.e-grips.com/features/bubble-wrap.html	http://www.e-grips.com/features/bubble-wrap.html	7.25		A true original. No words can really describe it accurately. Maybe MEGASLOPEGIGANTOR... maybe. If you havent climbed on the bubble wraps youre missing out.	Slope				
6U1-h	65	Bubble Wrap w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/bubble-wrap.html	http://www.e-grips.com/features/bubble-wrap.html	7.25		A true original. No words can really describe it accurately. Maybe MEGASLOPEGIGANTOR... maybe. If you havent climbed on the bubble wraps youre missing out.	Slope				
6U2	58	2Tex VORTex	1 hold per set	Unique Features	http://www.e-grips.com/features/2tex-vortex.html	http://www.e-grips.com/features/2tex-vortex.html	5.5		This versatile giant pocket has the classic Ty Foose 2TeX texture. Textured on the inside and smooth on the out. A perfect pocket to match in.	Pocket				
6U2-h	60	2Tex VORTex w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/2tex-vortex.html	http://www.e-grips.com/features/2tex-vortex.html	5.5		This versatile giant pocket has the classic Ty Foose 2TeX texture. Textured on the inside and smooth on the out. A perfect pocket to match in.	Pocket				
7A1	58	Elephant Ears Mini Jugs	10 holds per set	Artistic	http://www.e-grips.com/artistic/disk-mini-jugs.html	http://www.e-grips.com/artistic/disk-mini-jugs.html	3.75		Latch on to Dumbos wings and go for a ride! Each in this set has super incut medium sized grabs. Why not adopt the full family? Get Papa Elephant and the Elephant Jugs alongside these.	Incut				
7A1-h	60	Elephant Ears Mini Jugs w/ Hardware	10 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/disk-mini-jugs.html	http://www.e-grips.com/artistic/disk-mini-jugs.html	3.75		Latch on to Dumbos wings and go for a ride! Each in this set has super incut medium sized grabs. Why not adopt the full family? Get Papa Elephant and the Elephant Jugs alongside these.	Incut				
7A2	53	Bubble Wrap Pinches	5 holds per set	Artistic	http://www.e-grips.com/artistic/bubble-wrap-pinches.html	http://www.e-grips.com/artistic/bubble-wrap-pinches.html	3		Ty Foose innovates again with the Bubble Wrap texture in this set. Compliment with the Bubble Wrap Feature and gift-wrap your wall in a line of these amazing shapes.	Slopey				
7A2-h	55	Bubble Wrap Pinches w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/bubble-wrap-pinches.html	http://www.e-grips.com/artistic/bubble-wrap-pinches.html	3		Ty Foose innovates again with the Bubble Wrap texture in this set. Compliment with the Bubble Wrap Feature and gift-wrap your wall in a line of these amazing shapes.	Slopey				
